location_id,location_name,category,multi_labels,avg_sentimen_skor,total_ulasan,sentimen_label_lokasi,latitude,longitude,price_min,price_max,jam_buka,jam_tutup,estimasi_durasi_menit,deskripsi_google,price_type,subcategory,tags_sintetis,jam_buka_weekday,jam_tutup_weekday,jam_buka_weekend,jam_tutup_weekend,sumber_deskripsi,sumber_jam,status_deskripsi,status_jam,catatan_jam,avg_rating,ulasan_positif,ulasan_negatif,primary_intent,core_labels,secondary_labels,avoid_labels,label_confidence,needs_manual_review,review_reason,label_reason,label_scores_json,label_source,review_status,manual_primary_intent,manual_core_labels,manual_secondary_labels,manual_avoid_labels,final_primary_intent,final_core_labels,final_secondary_labels,final_avoid_labels,curation_action,display_status,is_active_verified,manual_review_confidence,curation_note,final_label_source,price_verified,night_verified,indoor_verified,child_friendly_verified,qa_flag_reason,parking_verified,wheelchair_accessible_verified,toilet_verified,mushola_verified,pet_friendly_verified,open_24h_verified,crowd_level,shopping_subtype,coordinate_verified,distance_from_alun_alun_km,coordinate_audit_reason,safety_verified,sentiment_score,sentiment_model_source,sentiment_model_version,sentiment_available,media_available,media_image_url,media_destination_url,media_website,media_source,media_place_id,media_match_title,media_match_score,media_match_method,media_audit_status,media_audit_note
LOC-035,"Gereja Katedral Bandung, Santo Petrus",Tempat Ibadah,"['Alam', 'Santai/Healing']",0.9242424242424242,198.0,Sangat Positif,-6.91479,107.610453,0,0,08:00,18:00,60,Tempat ibadah Katolik yang didirikan tahun 1922 dengan arsitektur tradisional yang elegan.,Gratis,Gereja,"Ruang Publik, Santai, Jalan-jalan",08:00,18:00,08:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.808080808080808,190.0,7.0,Religi,Religi;Santai/Healing;Gratis,Budaya,Alam;Belanja;Kuliner;Petualangan,0.969,False,,"Religi: category=Tempat Ibadah (+5) | subcategory keyword: gereja (+1.2) | description keyword: ibadah (+0.75) || Santai/Healing: tags keyword: santai, ruang publik (+2.1) | old multi_labels=Santai/Healing (+1) || Gratis: price_type/price_max indicates free (+3) || Budaya: category=Tempat Ibadah (+1.5) | description keyword: tradisional (+0.75)","{""Alam"": -2.25, ""Belanja"": -2.0, ""Budaya"": 2.25, ""Gratis"": 3.0, ""Kuliner"": -1.5, ""Religi"": 7.55, ""Santai/Healing"": 3.1, ""Sejarah"": 1.0}",auto_rule_v1,auto_approved,,,,,Religi,Religi;Santai/Healing;Gratis,Budaya,Alam;Belanja;Kuliner;Petualangan,keep,active_candidate,,,,auto_rule_v1,True,False,False,False,,False,False,False,False,False,False,unknown,,True,0.86,,False,0.9242424242424242,tfidf_linearsvc,run_nlp_pipeline_v2,True,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0wrBEhjJnaslLNi2WDS42m3KDWAXlxGVo_HNvpChIsCz6NlbgIGsLIKhaoThbUplXb_cdYqc7jVKQ3Qqn9iT3vRzKh7CC5FsdDA2ioy1oyvG7welxqLniOrQln-D8KEeUfOzwKSZ0rwmE=w408-h543-k-no,https://www.google.com/maps/search/?api=1&query=Gereja%20Katedral%20Bandung%2C%20Santo%20Petrus&query_place_id=ChIJ1TufmjDmaC4Rcpfrt-gbdVk,http://www.katedralbandung.org/,google_maps_extractor_2026_05_19,,"Gereja Katedral Bandung, Santo Petrus",1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-036,Glamping Lakeside Rancabali,Tempat Camping,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Santai/Healing', 'Wahana Ekstrem']",0.5477386934673367,199.0,Positif,-7.1670549,107.3540784,25000,50000,08:00,17:00,90,"Glamping Lakeside Rancabali menawarkan pengalaman berkemah mewah di tepi Situ Patenggang, Ciwidey, dikelilingi kebun teh yang indah dan dilengkapi restoran ikonik berbentuk perahu Pinisi.",Per Orang,Glamping,"Wisata, Umum, Menarik",09:00,17:00,09:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,3.969849246231156,147.0,38.0,Alam,Alam;Petualangan;Outdoor,Spot Foto,Belanja,0.875,False,,"Alam: category=Tempat Camping (+3.5) | subcategory keyword: glamping (+1.2) | description keyword: situ, kebun teh, glamping (+2.25) || Petualangan: category=Tempat Camping (+3.5) | subcategory keyword: glamping (+1.2) | description keyword: glamping (+0.75) || Outdoor: category=Tempat Camping (+2.5) | subcategory keyword: glamping (+1.2) | description keyword: situ, glamping, kebun (+2.25) || Spot Foto: description keyword: ikonik (+0.75) | old multi_labels=Spot Foto (+1)","{""Alam"": 8.55, ""Belanja"": -2.0, ""Kuliner"": 0.25, ""Outdoor"": 6.55, ""Petualangan"": 7.05, ""Ramah Anak"": 0.25, ""Santai/Healing"": 1.25, ""Spot Foto"": 1.75}",auto_rule_v1,auto_approved,,,,,Alam,Alam;Petualangan;Outdoor,Spot Foto,Belanja,keep,active_candidate,,,,auto_rule_v1,True,False,False,False,,False,False,False,False,False,False,unknown,,True,39.03,,True,0.5477386934673367,tfidf_linearsvc,run_nlp_pipeline_v2,True,True,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/f5/2f/88/lakeside-glamping-resort.jpg?w=1900&h=1400&s=1,https://www.google.com/maps/search/?api=1&query=Glamping%20Lakeside%20Rancabali&query_place_id=ChIJaXgMw5aLaC4Rp5o2DTJlPcw,https://bit.ly/3SnCRZe,google_maps_extractor_2026_05_19,,Glamping Lakeside Rancabali,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-037,Gn. Tampomas,Rekreasi Keluarga,['Umum'],0.0,0.0,,-6.8817995,107.5683276,5000,5000,08:00,18:00,180,Gunung Tampomas merupakan gunung berapi di Sumedang setinggi 1.684 mdpl dengan puncak Sanghiyang Taraje yang populer sebagai area pendakian alam bebas dan situs ziarah sejarah.,Per Orang,Kawasan rekreasi,"Keluarga, Anak-anak, Wahana, Seru",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,,,,Keluarga,Keluarga;Ramah Anak;Alam,Sejarah;Malam;Outdoor,Belanja;Kuliner,1.0,False,,"Keluarga: category=Rekreasi Keluarga (+4.5) | tags keyword: keluarga, anak, anak-anak, wahana (+4.2) || Ramah Anak: category=Rekreasi Keluarga (+2.5) | tags keyword: anak, anak-anak (+2.1) || Alam: description keyword: alam, gunung (+1.5) | family attraction with explicit nature evidence (+2) || Sejarah: description keyword: sejarah, situs (+1.5) || Malam: opening hours support night visit (+1.5) || Outdoor: description keyword: alam, gunung (+1.5)","{""Alam"": 3.5, ""Belanja"": -2.0, ""Edukasi"": 0.75, ""Keluarga"": 8.7, ""Kuliner"": -1.5, ""Malam"": 1.5, ""Outdoor"": 1.5, ""Ramah Anak"": 4.6, ""Religi"": 0.75, ""Sejarah"": 1.5}",auto_rule_v1,auto_approved,,,,,Keluarga,Keluarga;Ramah Anak;Alam,Sejarah;Outdoor,Belanja;Kuliner;Malam,remove,exclude_scope,False,,QA override: Tampomas/Sumedang destination is outside strict Bandung Raya scope.,realworld_qa_override,True,False,False,True,Malam label removed: not night_verified,False,False,False,False,False,False,unknown,,False,6.17,Sumedang/Jatigede coordinate too close to Bandung center or outside strict scope: 6.2 km from Alun-Alun Bandung,False,0.0,unavailable,,False,False,,,,,,Jl. Gn. Tampomas,0.88,manual_reject,missing,"Road result, not destination-level media."
LOC-038,Gn. Tangkuban Parahu,Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner']",0.5454545454545454,55.0,Positif,-7.17444,107.73583,110000,110000,08:00,18:00,180,Gunung Tangkuban Parahu merupakan gunung berapi aktif ikonik di utara Bandung yang terkenal dengan kawah gas belerang raksasa seperti Kawah Ratu serta legenda Sangkuriang.,Per Orang,Kawasan rekreasi,"Keluarga, Anak-anak, Wahana, Seru",08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.0,40.0,10.0,Keluarga,Keluarga;Ramah Anak;Alam,Spot Foto,Belanja,1.0,False,,"Keluarga: category=Rekreasi Keluarga (+4.5) | tags keyword: keluarga, anak, anak-anak, wahana (+4.2) || Ramah Anak: category=Rekreasi Keluarga (+2.5) | tags keyword: anak, anak-anak (+2.1) | old multi_labels=Ramah Anak (+1) || Alam: description keyword: gunung, kawah (+1.5) | old multi_labels=Alam (+1) | family attraction with explicit nature evidence (+2) || Spot Foto: description keyword: ikonik (+0.75) | old multi_labels=Spot Foto (+1)","{""Alam"": 4.5, ""Belanja"": -2.0, ""Keluarga"": 8.7, ""Kuliner"": -1.25, ""Outdoor"": 0.75, ""Ramah Anak"": 5.6, ""Spot Foto"": 1.75}",auto_rule_v1,auto_approved,,,,,Keluarga,Keluarga;Ramah Anak;Alam,Spot Foto,Belanja,keep,active_candidate,,,"Updated master status/facility 2026-05-27; facility_status=sebagian; facility_evidence=mengikuti_catatan_lama; facilities=Area Parkir, Toilet; action=review_sumber_lama_jika_perlu; note=Parkir di sepanjang kawah. Toilet tersebar. Mushola tidak disebutkan. Medan berat, kurang ramah kursi roda.; revision=Data dari tabel fasilitas sebelumnya dipertahankan.",auto_rule_v1,True,False,False,True,updated_master_status_facility_2026-05-27:facility,True,False,True,False,False,False,unknown,,True,31.48,,False,0.5454545454545454,tfidf_linearsvc,run_nlp_pipeline_v2,True,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFtX4Rs_F3_1cSYo75zozog-ZGGhztNaORQuT-zn96XypHjAWO2s2KG261cTRdjTHDcf82-hNUmRyrnq3kizsPNgurgxLAksXllAWjk4bRvQT4CXDJztDu8GXDNXbbKOhWKbUUYdA=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Gn.%20Tangkuban%20Parahu&query_place_id=ChIJ2xOXxd3haC4R3P4oNLeWHKA,,google_maps_extractor_2026_05_19,,Gn. Tangkuban Parahu,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-039,Guha Pawon,Wisata Alam,"['Alam', 'Ramah Anak', 'Spot Foto', 'Edukasi']",0.8478260869565217,46.0,Sangat Positif,-6.8231833,107.4371655,5000,5000,08:00,16:00,120,Panorama indah ditawarkan di pintu masuk gua tua yang populer ini yang menjadi habitat bagi banyak kelelawar.,Per Orang,Gua,"Alam, Outdoor, Pemandangan, Udara Segar",08:00,16:00,08:00,16:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.652173913043479,41.0,2.0,Alam,Alam;Spot Foto;Outdoor,Santai/Healing,Belanja;Indoor;Kuliner;Religi,0.99,False,,"Alam: category=Wisata Alam (+4) | tags keyword: alam, pemandangan (+2.1) | description keyword: panorama (+0.75) || Spot Foto: category=Wisata Alam (+1.5) | tags keyword: pemandangan (+1.05) | description keyword: panorama (+0.75) || Outdoor: category=Wisata Alam (+2.5) | tags keyword: outdoor, alam (+2.1) || Santai/Healing: category=Wisata Alam (+1.5) | tags keyword: pemandangan (+1.05)","{""Alam"": 7.85, ""Belanja"": -2.0, ""Edukasi"": 0.25, ""Kuliner"": -1.5, ""Outdoor"": 4.6, ""Ramah Anak"": 0.25, ""Santai/Healing"": 2.55, ""Spot Foto"": 4.3}",auto_rule_v1,auto_approved,,,,,Alam,Alam;Spot Foto;Outdoor,Santai/Healing,Belanja;Indoor;Kuliner;Religi,keep,active_candidate,,,,auto_rule_v1,True,False,False,False,,False,False,False,False,False,False,unknown,,True,21.72,,False,0.8478260869565217,tfidf_linearsvc,run_nlp_pipeline_v2,True,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFk3qI9evwjlmFWH_dE94ChYC4GAWvRBDcs5EK04LPxj-8mFAZTR3Uce8Lk63XyutiiksfQFs6l6LiK-bspx1vmugeXba8l94B6y1fGH3Acj0LjhbQzHeFmfmhDh6-lpJ8qZQlbCg=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Guha%20Pawon&query_place_id=ChIJwTWk5_b8aC4RFlVjqfhHils,https://g.co/kgs/pcRfTFu,google_maps_extractor_2026_05_19,,Guha Pawon,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-040,Gunung Bohong,Wisata Alam,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner']",0.9473684210526316,76.0,Sangat Positif,-6.876389,107.519722,5000,5000,07:00,17:00,120,Bukit hijau setinggi 877 mdpl di Kota Cimahi yang menjadi jalur pendakian rekreasi keluarga yang dilengkapi tangga paving block dan pemandangan perkotaan yang indah.,Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",06:00,18:00,06:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.618421052631579,73.0,1.0,Alam,Alam;Spot Foto;Santai/Healing,Keluarga;Outdoor,Belanja;Indoor;Religi,1.0,False,,"Alam: category=Wisata Alam (+4) | subcategory keyword: alam (+1.2) | tags keyword: alam, pemandangan (+2.1) || Spot Foto: category=Wisata Alam (+1.5) | tags keyword: pemandangan (+1.05) | description keyword: pemandangan, bukit (+1.5) || Santai/Healing: category=Wisata Alam (+1.5) | tags keyword: pemandangan (+1.05) | description keyword: pemandangan (+0.75) || Keluarga: description keyword: keluarga, rekreasi keluarga (+1.5) || Outdoor: category=Wisata Alam (+2.5) | subcategory keyword: alam (+1.2) | tags keyword: outdoor, alam (+2.1)","{""Alam"": 10.4, ""Belanja"": -2.0, ""Keluarga"": 1.5, ""Kuliner"": -1.25, ""Outdoor"": 6.4, ""Ramah Anak"": 0.25, ""Santai/Healing"": 3.3, ""Spot Foto"": 5.05}",auto_rule_v1,auto_approved,,,,,Alam,Alam;Spot Foto;Santai/Healing,Keluarga;Outdoor,Belanja;Indoor;Religi,keep,active_candidate,,,,auto_rule_v1,True,False,False,False,,False,False,False,False,False,False,unknown,,True,10.88,,False,0.9473684210526316,tfidf_linearsvc,run_nlp_pipeline_v2,True,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFe2l-LkP0EkHuKvdIjHtlVCCFgIekoweU7jRHEuek0hP09o7wY9ckxtLVol7O7Vu0peuVgdPEE7n0Cab1JLVDf56rUf82tA-6RaMH93g9ZASWhQ9QgWPBJc2YCXrzLDeEPHDXEMg=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Gn.%20Bohong&query_place_id=ChIJ9ZQXP_HkaC4RRRkqgETnj8k,,google_maps_extractor_2026_05_19,,Gn. Bohong,1.0,manual_override,accepted,Accepted by explicit title override.
LOC-041,Gunung Puntang,Wisata Alam,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Wahana Ekstrem']",0.9333333333333332,30.0,Sangat Positif,-7.1213917,107.6212909,25000,35000,07:00,17:00,120,"Gunung Puntang di Cimaung, Bandung Selatan merupakan kawasan wisata alam bersejarah yang menyajikan reruntuhan Stasiun Radio Malabar kolonial Belanda, bumi perkemahan, dan jalur pendakian.",Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.733333333333333,29.0,1.0,Alam,Alam;Spot Foto;Outdoor,Santai/Healing;Sejarah;Malam,Belanja;Indoor;Religi,0.958,False,,"Alam: category=Wisata Alam (+4) | subcategory keyword: alam (+1.2) | tags keyword: alam, pemandangan (+2.1) || Spot Foto: category=Wisata Alam (+1.5) | tags keyword: pemandangan (+1.05) | old multi_labels=Spot Foto (+1) || Outdoor: category=Wisata Alam (+2.5) | subcategory keyword: alam (+1.2) | tags keyword: outdoor, alam (+2.1) || Santai/Healing: category=Wisata Alam (+1.5) | tags keyword: pemandangan (+1.05) || Sejarah: description keyword: bersejarah, kolonial (+1.5) || Malam: opening hours support night visit (+1.5)","{""Alam"": 10.4, ""Belanja"": -2.0, ""Kuliner"": -1.25, ""Malam"": 1.5, ""Outdoor"": 7.9, ""Petualangan"": 0.25, ""Ramah Anak"": 0.25, ""Santai/Healing"": 2.55, ""Sejarah"": 1.5, ""Spot Foto"": 3.55}",auto_rule_v1,auto_approved,,,,,Alam,Alam;Spot Foto;Outdoor,Santai/Healing;Sejarah,Belanja;Indoor;Religi;Malam,keep,active_candidate,,,,auto_rule_v1,True,False,False,False,Malam label removed: not night_verified,False,False,False,False,False,False,unknown,,True,22.25,,False,0.9333333333333332,tfidf_linearsvc,run_nlp_pipeline_v2,True,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG9IyuSKgn9JPGbkbMIH4VVv_Wfvm-Nh3naONnqa7TuGFLkuFwM8AQ2mh8Tea8dOMdBWnL4MaHuyLzzu9bIqBkaLWNVup8Vo9rDJv6lEVM_wba9ty4IOtHE9dBNRzxfwaOC_O_X=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Gunung%20Puntang&query_place_id=ChIJJZTFhuKUaC4RdwdeZbxhvZ0,,google_maps_extractor_2026_05_19,,Gunung Puntang,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-042,Gunung Putri Lembang,Wisata Alam,"['Alam', 'Spot Foto', 'Santai/Healing', 'Wahana Ekstrem']",0.9148936170212766,47.0,Sangat Positif,-6.795833,107.6338052,10000,25000,07:00,17:00,120,"Gunung Putri Lembang adalah bukit perkemahan setinggi 1.587 mdpl yang menyuguhkan pemandangan matahari terbit, pemandangan lampu kota Bandung, dan jalur pendakian ramah pemula di kelilingi hutan pinus.",Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.659574468085107,45.0,2.0,Alam,Alam;Spot Foto;Santai/Healing,Outdoor;Malam,Belanja;Indoor;Kuliner;Religi,1.0,False,,"Alam: category=Wisata Alam (+4) | subcategory keyword: alam (+1.2) | tags keyword: alam, pemandangan (+2.1) || Spot Foto: category=Wisata Alam (+1.5) | tags keyword: pemandangan (+1.05) | description keyword: pemandangan, bukit (+1.5) || Santai/Healing: category=Wisata Alam (+1.5) | tags keyword: pemandangan (+1.05) | description keyword: pemandangan (+0.75) || Outdoor: category=Wisata Alam (+2.5) | subcategory keyword: alam (+1.2) | tags keyword: outdoor, alam (+2.1) || Malam: opening hours support night visit (+1.5)","{""Alam"": 11.9, ""Belanja"": -2.0, ""Kuliner"": -1.5, ""Malam"": 1.5, ""Outdoor"": 7.9, ""Petualangan"": 0.25, ""Santai/Healing"": 4.3, ""Spot Foto"": 5.05}",auto_rule_v1,auto_approved,,,,,Alam,Alam;Spot Foto;Santai/Healing,Outdoor;Malam,Belanja;Indoor;Kuliner;Religi,keep,active_candidate,,,,auto_rule_v1,True,True,False,False,,False,False,False,False,False,True,unknown,,True,14.31,,False,0.9148936170212766,tfidf_linearsvc,run_nlp_pipeline_v2,True,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGvLGgUucwW3ft6AmXURM2GqXKZnhFHpR1Ot2LDbPMivMTy5chPr9FQejeC8j0ToIRI4pipzPt43of_E3KfWnJbVUxsqAYtOD9dBYlN0CHUG_xuHCxEkiLVeFuNTihtw64CGvBP=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Gunung%20Putri%20Lembang&query_place_id=ChIJ9dtIQFrgaC4RJNNihk5eBuQ,,google_maps_extractor_2026_05_19,,Gunung Putri Lembang,1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-043,Happyfarm Ciwidey,Wisata Satwa,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Belanja', 'Santai/Healing']",0.845,200.0,Sangat Positif,-7.1154888,107.4380458,10000,20000,00:00,00:00,90,"Happy Farm Ciwidey adalah destinasi wisata keluarga bertema peternakan edukatif di Ciwidey, menampilkan kebun binatang mini kelinci dan domba, wahana berkuda, serta Candy House yang ceria.",Per Orang,Wisata farm,"Wisata, Umum, Menarik",09:00,17:00,08:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.415,174.0,5.0,Keluarga,Keluarga;Ramah Anak;Edukasi,Outdoor,Belanja,0.565,True,confidence < 0.65,"Keluarga: category=Wisata Satwa (+3.5) | description keyword: keluarga, wahana (+1.5) || Ramah Anak: category=Wisata Satwa (+3) | description keyword: peternakan (+0.75) | old multi_labels=Ramah Anak (+1) || Edukasi: category=Wisata Satwa (+3) | description keyword: edukatif, peternakan (+1.5) || Outdoor: category=Wisata Satwa (+1.5) | description keyword: kebun (+0.75)","{""Alam"": 0.25, ""Belanja"": -1.75, ""Edukasi"": 4.5, ""Keluarga"": 5.0, ""Kuliner"": -1.25, ""Outdoor"": 2.25, ""Ramah Anak"": 4.75, ""Santai/Healing"": 0.25, ""Spot Foto"": 0.25}",auto_rule_v1,needs_reverification,Keluarga,Keluarga;Ramah Anak;Edukasi,Outdoor;Spot Foto,Belanja;Malam;Sejarah,Keluarga,Keluarga;Ramah Anak;Edukasi,Outdoor;Spot Foto,Belanja;Malam;Sejarah,needs_review,status_uncertain,False,0.68,"Label cocok jika tempat masih aktif, tetapi ada sumber listing yang menandai permanently closed. Status aktif harus diverifikasi ulang sebelum ditampilkan.",manual_browser_review_v1,True,False,False,True,,False,False,False,False,False,False,unknown,,True,28.5,,False,0.845,tfidf_linearsvc,run_nlp_pipeline_v2,True,False,,,,,,Ranca Upas Ciwidey,0.6286,missing,missing,No reliable media match.
LOC-044,Jans Park (Jatinangor National Park),Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Wahana Ekstrem']",0.6981132075471698,53.0,Sangat Positif,-6.918795,107.769342,30000,100000,08:00,17:00,180,"Taman bunga florawisata terbesar di Sumedang yang mengusung konsep kastil ala negeri dongeng dengan rainbow slide, bianglala, serta pemandangan Gunung Manglayang.",Per Orang,Taman rekreasi tematik,"Keluarga, Anak-anak, Wahana, Seru",08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.566037735849057,43.0,6.0,Keluarga,Keluarga;Ramah Anak;Alam,Santai/Healing;Spot Foto;Outdoor,Belanja,1.0,False,,"Keluarga: category=Rekreasi Keluarga (+4.5) | tags keyword: keluarga, anak, anak-anak, wahana (+4.2) || Ramah Anak: category=Rekreasi Keluarga (+2.5) | tags keyword: anak, anak-anak (+2.1) | old multi_labels=Ramah Anak (+1) || Alam: description keyword: gunung, pemandangan (+1.5) | old multi_labels=Alam (+1) | family attraction with explicit nature evidence (+2) || Santai/Healing: subcategory keyword: taman (+1.2) | description keyword: taman, pemandangan (+1.5) || Spot Foto: description keyword: pemandangan (+0.75) | old multi_labels=Spot Foto (+1) || Outdoor: subcategory keyword: taman (+1.2) | description keyword: taman, gunung (+1.5)","{""Alam"": 4.5, ""Belanja"": -2.0, ""Keluarga"": 8.7, ""Kuliner"": -1.25, ""Outdoor"": 2.7, ""Petualangan"": 0.25, ""Ramah Anak"": 5.6, ""Santai/Healing"": 2.7, ""Spot Foto"": 1.75}",auto_rule_v1,reviewed,,,,,Keluarga,Keluarga;Ramah Anak;Alam,Santai/Healing;Spot Foto;Outdoor,Belanja,keep,active_candidate,True,,"Updated master status/facility 2026-05-27; status=✓ Aktif; decision=include_active; confidence=Medium; sources=explorer.id, goersapp.com; note=Aktif. Dibuka 18 Nov 2022. Luas 7,5 ha. Tema negeri dongeng + taman bunga, wahana air, foodcourt.; revision=Data awal dipertahankan dari tabel sebelumnya. | Updated master status/facility 2026-05-27; facility_status=lengkap; facility_evidence=ringkasan_agent_belum_url_per_baris; facilities=Area Parkir Luas, Toilet, Mushola, Spot Foto Bunga, Wahana Permainan, Food Court, Penyewaan Skuter; action=ready_sebagai_data_awal_fasilitas_umum; note=Diisi dari ringkasan fasilitas yang diberikan user/AI agent: Area Parkir Luas, Toilet, Mushola, Spot Foto Bunga, Wahana Permainan, Food Court, Penyewaan Skuter. Kolom kursi roda dan pet friendly tetap ? jika tidak disebut eksplisit.; revision=Sebelumnya kosong total, kini fasilitas utama sudah terisi.",auto_rule_v1,True,False,False,True,updated_master_status_facility_2026-05-27:status:include_active | updated_master_status_facility_2026-05-27:facility,True,False,True,True,False,False,unknown,,False,17.92,Sumedang/Jatigede coordinate too close to Bandung center or outside strict scope: 17.9 km from Alun-Alun Bandung,True,0.6981132075471698,tfidf_linearsvc,run_nlp_pipeline_v2,True,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFXy-ynkonPalP5EYSKOLuGdjEbe5D7z2ebH-NDhAuBi2MF_5xNZp4vPAp811dM12xlvxFSZfYxRI7-vD1GYvnruRBTNGewAkYB4Lv8c7wZZrmf6HdHzDMEUZpbnB4Pqm7Vz_2p=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Jans%20Park%20(Jatinangor%20National%20Park)&query_place_id=ChIJ_z1GJJTbaC4RWY6r3Ewq5EI,https://www.jatinangornasionalpark.com/,google_maps_extractor_2026_05_19,,Jans Park (Jatinangor National Park),1.0,exact_normalized_title,accepted,Exact normalized title match.
LOC-045,Jendela Alam,Tempat Belajar,"['Alam', 'Ramah Anak', 'Edukasi', 'Kuliner', 'Wahana Ekstrem']",0.8536209553158706,649.0,Sangat Positif,-6.819371,107.596634,20000,20000,08:30,16:30,90,"Aktivitas pertanian adalah tema dari wisata belajar ini, yang ditujukan untuk dunia alam.",Per Orang,Edukasi alam,"Wisata, Umum, Menarik",08:30,16:30,08:30,16:30,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.562403697996919,579.0,25.0,Edukasi,Edukasi,Outdoor;Indoor,Belanja;Kuliner;Petualangan,1.0,False,,"Edukasi: category=Tempat Belajar (+5) | subcategory keyword: edukasi (+1.2) | description keyword: belajar, pertanian (+1.5) || Outdoor: subcategory keyword: alam (+1.2) | description keyword: alam (+0.75) | name keyword: alam (+0.6) || Indoor: category=Tempat Belajar (+2)","{""Alam"": 1.05, ""Belanja"": -2.0, ""Edukasi"": 8.7, ""Indoor"": 2.0, ""Keluarga"": 1.0, ""Kuliner"": -1.25, ""Outdoor"": 2.55, ""Petualangan"": 0.25, ""Ramah Anak"": 0.25}",auto_rule_v1,auto_approved,,,,,Edukasi,Edukasi,Outdoor;Indoor,Belanja;Kuliner;Petualangan,keep,active_candidate,,,,auto_rule_v1,True,False,True,False,,False,False,False,False,False,False,unknown,,True,11.44,,False,0.8536209553158706,tfidf_linearsvc,run_nlp_pipeline_v2,True,True,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEnuMfZdW-xVwIYnTuNzV81uAzPavC6CapdO7GrsBiRlK7J0E-ENLfbiHEBKf0S7WakvVdSGxve19-6rn6_0HRPYIJJzG0QH_XxWmvwIerP4Lt8j8OeOPbbjsQJl0kKKLY4UHCC=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=Jendela%20Alam&query_place_id=ChIJG2FOuWzhaC4Ri9rRVo6onlQ,,google_maps_extractor_2026_05_19,,Jendela Alam,1.0,exact_normalized_title,accepted,Exact normalized title match.
