penginapan_id,name,property_type,latitude,longitude,overall_rating,reviews,p2_sentiment_policy_status,recommended_action,decision_reason,accepted_review_rows,accepted_review_text_rows,held_review_rows,held_status_summary,start_url
LODGE-00080,Cottonwood Bed & Breakfast House Bandung,guest_house,-6.8863181,107.577594,4.6,853.0,accepted_review_available,use_for_sentiment_inference,sudah punya review aman hasil audit scrape,30,20,0,,https://www.google.com/maps/search/?api=1&query=Cottonwood%20Bed%20%26%20Breakfast%20House%20Bandung%20-6.8863181%2C107.577594
LODGE-00081,LN9 Bandung Guest House,guest_house,-6.8823948,107.5793923,4.3,585.0,accepted_review_available,use_for_sentiment_inference,sudah punya review aman hasil audit scrape,30,19,0,,https://www.google.com/maps/search/?api=1&query=LN9%20Bandung%20Guest%20House%20-6.8823948%2C107.5793923
LODGE-00037,Homestay Budihouse,guest_house,-6.8908,107.5589,4.1,576.0,needs_exact_google_maps_url_retry,retry_only_with_exact_place_url,"prioritas tinggi, query nama terlalu rawan salah tempat",0,0,0,,https://www.google.com/maps/search/?api=1&query=Homestay%20Budihouse%20-6.8908%2C107.5589
LODGE-01133,Hotel Doorman Guest House,guest_house,-6.9175,107.5997,4.6,337.0,accepted_review_available,use_for_sentiment_inference,sudah punya review aman hasil audit scrape,30,16,0,,https://www.google.com/maps/search/?api=1&query=Hotel%20Doorman%20Guest%20House%20-6.9175%2C107.5997
LODGE-00070,OYO 3463 Cimahi Guest House,guest_house,-6.8982,107.5613,3.7,323.0,accepted_review_available,use_for_sentiment_inference,sudah punya review aman hasil audit scrape,30,16,0,,https://www.google.com/maps/search/?api=1&query=OYO%203463%20Cimahi%20Guest%20House%20-6.8982%2C107.5613
LODGE-00114,Micasa Guest House Bandung,guest_house,-6.8892,107.5795,3.3,302.0,accepted_review_available,use_for_sentiment_inference,sudah punya review aman hasil audit scrape,30,18,0,,https://www.google.com/maps/search/?api=1&query=Micasa%20Guest%20House%20Bandung%20-6.8892%2C107.5795
LODGE-01383,Nice Guest House,guest_house,-6.8722,107.5987,4.3,258.0,needs_exact_google_maps_url_retry,retry_only_with_exact_place_url,"prioritas tinggi, query nama terlalu rawan salah tempat",0,0,127,held_foreign_result:127,https://www.google.com/maps/search/?api=1&query=Nice%20Guest%20House%20-6.8722%2C107.5987
LODGE-00222,Calda Homestay Syariah,guest_house,-6.8685,107.5728,4.7,86.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Calda%20Homestay%20Syariah%20-6.8685%2C107.5728
LODGE-00010,Wildan Guesthouse,guest_house,-6.8017,107.0619,4.6,47.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Wildan's%20Guest%20House&query_place_id=ChIJ3Xk9cr5NaC4RZViK8wVynL8
LODGE-00449,Seven Homestay,guest_house,-6.8567287,107.5718447,4.8,40.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Seven%20Homestay%20-6.8567287%2C107.5718447
LODGE-00895,Cozy Homestay,guest_house,-6.8896,107.5849,4.5,32.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,11,held_foreign_result:11,https://www.google.com/maps/search/?api=1&query=Cozy%20Homestay%20-6.8896%2C107.5849
LODGE-00569,Homestay murah ciwidey,guest_house,-7.1195,107.4319,5.0,27.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Homestay%20murah%20ciwidey&query_place_id=ChIJXcZOdbKNaC4R1MGy0cbKw1o
LODGE-00905,G10 Guest House Near Asia Afrika Bandung,guest_house,-6.9296,107.6152,4.585,23.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=G10%20Guest%20House%20Near%20Asia%20Afrika%20Bandung%20-6.9296%2C107.6152
LODGE-00568,Homestay VV&V,guest_house,-7.1353,107.4067,5.0,1.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=HomeStay%20VV%26V&query_place_id=ChIJWa2_dwCNaC4RzaeORvrh_Uw
LODGE-00054,Villa Tibra,villa,-6.8251,107.5545,4.7,1602.0,accepted_review_available,use_for_sentiment_inference,sudah punya review aman hasil audit scrape,30,29,0,,https://www.google.com/maps/search/?api=1&query=Villa%20Tibra%20-6.8251%2C107.5545
LODGE-00524,Villa Kayu Ciwidey,villa,-7.1118,107.4237,4.5,67.0,accepted_review_available,use_for_sentiment_inference,sudah punya review aman hasil audit scrape,30,24,0,,https://www.google.com/maps/search/?api=1&query=Villa%20Kayu%20Ciwidey%20-7.1118%2C107.4237
LODGE-01022,Roemah Asri Villa - Resor Dago Pakar,villa,-6.8677,107.6465,4.585,35.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Roemah%20Asri%20Villa%20-%20Resor%20Dago%20Pakar%20-6.8677%2C107.6465
LODGE-00522,Villa Daffa Ciwidey,villa,-7.1036,107.4534,4.25,30.0,accepted_review_available,use_for_sentiment_inference,sudah punya review aman hasil audit scrape,30,17,0,,https://www.google.com/maps/search/?api=1&query=Villa%20Daffa%20Ciwidey%20-7.1036%2C107.4534
LODGE-01243,Dago Escape Villa by Kozystay - Bandung,villa,-6.856,107.6544,4.675,21.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Dago%20Escape%20Villa%20by%20Kozystay%20-%20Bandung%20-6.856%2C107.6544
LODGE-01233,Calma Villa by Kozystay - Bandung,villa,-6.8314,107.629,5.0,16.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Calma%20Villa%20by%20Kozystay%20-%20Bandung%20-6.8314%2C107.629
LODGE-01277,Jasmine Cozy Villa 3 Bedrooms With a Private Heated Swimming Pool and a Billiard Table,villa,-6.8674,107.6367,3.525,16.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Jasmine%20Cozy%20Villa%203%20Bedrooms%20With%20a%20Private%20Heated%20Swimming%20Pool%20and%20a%20Billiard%20Table%20-6.8674%2C107.6367
LODGE-01281,Kirei Mountain View Villa 7 Bedrooms With a Private Swimming Pool,villa,-6.8581,107.6496,4.1692,13.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Kirei%20Mountain%20View%20Villa%207%20Bedrooms%20With%20a%20Private%20Swimming%20Pool%20-6.8581%2C107.6496
LODGE-01321,Sunset City View Villa 5 Bedrooms With a Private Heated Swimming Pool,villa,-6.8617,107.6498,4.5909,11.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Sunset%20City%20View%20Villa%205%20Bedrooms%20With%20a%20Private%20Heated%20Swimming%20Pool%20-6.8617%2C107.6498
LODGE-01194,The Joglo Villa,villa,-6.8542,107.6443,4.35,9.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=The%20Joglo%20Villa%20-6.8542%2C107.6443
LODGE-00066,Josh House KBP Villa,villa,-6.8694,107.4546,4.45,8.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Josh%20House%20KBP%20Villa%20-6.8694%2C107.4546
LODGE-00516,Villa Syariah Ciwidey Bandung Arreneuz View Kebun,villa,-7.1062,107.4262,4.45,8.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,38,needs_review_name_partial:38,https://www.google.com/maps/search/?api=1&query=Villa%20Syariah%20Ciwidey%20Bandung%20Arreneuz%20View%20Kebun%20-7.1062%2C107.4262
LODGE-00042,Naomi Home Villa Bandung near Wahoo & Whoosh,villa,-6.8695,107.4571,4.6,6.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Naomi%20Home%20Villa%20Bandung%20near%20Wahoo%20%26%20Whoosh%20-6.8695%2C107.4571
LODGE-00977,Platinum Yellow Bandung Villa 24 Pax Private Pool,villa,-6.8578,107.654,4.0,6.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Platinum%20Yellow%20Bandung%20Villa%2024%20Pax%20Private%20Pool%20-6.8578%2C107.654
LODGE-01566,Gedung Serba Guna & Villa Ambu,villa,-6.8577,107.6089,4.6,5.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Gedung%20Serba%20Guna%20%26%20Villa%20Ambu%20-6.8577%2C107.6089
LODGE-01320,Sunrise City View Villa 9 Bedrooms With a Private Swimming Pool and a Billiard Table,villa,-6.8627,107.651,4.15,4.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Sunrise%20City%20View%20Villa%209%20Bedrooms%20With%20a%20Private%20Swimming%20Pool%20and%20a%20Billiard%20Table%20-6.8627%2C107.651
LODGE-01248,Family Only Amazing City View Villa - De Reiz Firen Syariah,villa,-6.867,107.6394,3.15,3.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Family%20Only%20Amazing%20City%20View%20Villa%20-%20De%20Reiz%20Firen%20Syariah%20-6.867%2C107.6394
LODGE-01362,Griya Keraton Villa by Kozystay - Bandung,villa,-6.8411,107.6594,4.75,3.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Griya%20Keraton%20Villa%20by%20Kozystay%20-%20Bandung%20-6.8411%2C107.6594
LODGE-01128,"Garden House Villa, Lembang",villa,-6.8262,107.6346,3.75,2.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Garden%20House%20Villa%2C%20Lembang%20-6.8262%2C107.6346
LODGE-01211,3 Bed Villa The Dago View,villa,-6.8557,107.645,4.8,1.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=3%20Bed%20Villa%20The%20Dago%20View%20-6.8557%2C107.645
LODGE-00509,KM Heritage Villa,villa,-6.8097,107.1505,5.0,1.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=KM%20Heritage%20Villa%20-6.8097%2C107.1505
