severity,code,field,penginapan_id,name,message,recommended_action
MANUAL_REVIEW,ROOM_LEVEL_LISTING,property_type,LODGE-00022,OYO 3394 Apm Residence Syariah - Deluxe Double Room,"Baris adalah room-level listing, bukan properti utama.",Jangan hapus otomatis; turunkan prioritas ranking atau gabungkan ke properti utama jika jelas.
MANUAL_REVIEW,ROOM_LEVEL_LISTING,property_type,LODGE-01595,Zen Rooms Pangaran Dalem Kaum,"Baris adalah room-level listing, bukan properti utama.",Jangan hapus otomatis; turunkan prioritas ranking atau gabungkan ke properti utama jika jelas.
MANUAL_REVIEW,ROOM_LEVEL_LISTING,property_type,LODGE-01653,Kamar Keluarga Bandung,"Baris adalah room-level listing, bukan properti utama.",Jangan hapus otomatis; turunkan prioritas ranking atau gabungkan ke properti utama jika jelas.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00005,Villa wanacosta - Three-Bedroom Villa,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00006,Desaku Indah Home-stay,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00007,Villa Soli Deo Gloria,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00008,Villa Tepi Bukit,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00009,Villa wanacosta - Three-Bedroom Villa,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00010,Wildan Guesthouse,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00011,Rice Field View,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00012,Villa Mang Oyan - Two-Bedroom Villa,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00013,Cozy tropical houses with humble neighbourhood,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00014,Desaku Indah Home-stay,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00015,Lavin Soka Homestay - Tent,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00016,Lavin Soka Homestay - Tent,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00017,Paddies Homestay (Full Room),"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00018,Porlak Jahe GTK ( Giri Tirta Kahuripan ),"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00019,Villa Mang Oyan - Two-Bedroom Villa,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00020,Villa Niscala 2 - Two-Bedroom Villa,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00021,Wonderful dedicated room with garden,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00022,OYO 3394 Apm Residence Syariah - Deluxe Double Room,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00023,Porlak Jahe Giri Tirta Kahuripan - Standard Studio,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00024,Rice Field View,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00025,Villa Niscala 2 - Two-Bedroom Villa,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00026,Paddies Homestay (Full Room),"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00027,Villa Soli Deo Gloria,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00106,Guest house premium - Double Room with Balcony,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00110,Imah Seuri - Basic Double Room,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00111,"Kyoto House - KBP with Onsen style pool, Warm water, Near Parahyangan Golf - Three-Bedroom House","Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00113,Maple Dome Glamping - Tent,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00119,Rumah Kembar DI kawasan wisata lembang - Three-Bedroom Villa,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00120,Sans Stay Skyland Pasteur Bandung - Deluxe Double Room,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00121,Sans Stay Skyland Pasteur Bandung - Standard Double Room,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00124,Studio Gateway Pasteur By Kevin Property Diamond,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00125,Studio Gateway Pasteur By Kevin Property Topaz A,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00126,Studio Gateway Pasteur By Kevin Property Topaz B,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00127,The Edge By Orin - Deluxe Double Room,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00130,Villa Camp Forest by Little Bnb - Three-Bedroom Villa,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00143,ADS House Padalarang - Guesthouse Aesthetic,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00145,Apartment 1BR Gateway Pasteur By Kevin Property,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00146,Apartment 1BR Gateway Pasteur By Kevin Property,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00147,Arumnala with butler and Breakfast at KBP,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00148,Arumnala with butler and Breakfast at KBP,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00149,Best Choice 2BR Apartment at The Edge Bandung By Travelio,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00151,Casa Miera,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00153,Casamora Villa Parahyangan Bandung,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00154,Clamitan Villas 2,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00155,Good Choice Studio at Gateway Pasteur Apartment By Travelio,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00156,Great Choice 2BR at The Edge Bandung By Travelio,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00157,Great Escape Apartment Baros,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
