location_id,location_name,latitude,longitude,price_min,price_max,price_type,category,subcategory
LOC-067,Paris Van Java Resort Lifestyle Place,,,0,0,,Tempat Belanja,Mall
LOC-068,Pasar Cimindi,,,0,0,,Tempat Belanja,Pusat belanja
LOC-069,Pemandian Cipanas Cileungsing,,,10000,15000,,Wisata Alam,Daya tarik alam
LOC-070,Penangkaran Rusa Ranca Upas,,,28000,44000,,Tempat Camping,Camping ground
LOC-071,Puncak Bukit Kujang Gunung Bohong,,,0,0,,Wisata Alam,Puncak bukit
LOC-072,Puncak Eurad,,,5000,5000,,Wisata Alam,Daya tarik alam
LOC-073,Ranca Upas Ciwidey,,,28000,28000,,Tempat Camping,Camping ground
LOC-074,Rumah Makan Sangu Liwet Ibu Ika Pasirjambu Ciwidey,,,0,0,,Tempat Kuliner,Rumah makan
LOC-075,Sanghyang Heuleut,,,20000,20000,,Wisata Alam,Danau alami
LOC-076,Sanghyang Kenit,,,5000,10000,,Wisata Alam,Sungai dan tebing
LOC-077,Saung Angklung Udjo,,,85000,85000,,Tempat Seni,Seni pertunjukan
LOC-078,Selasar Sunaryo Art Space,,,25000,45000,,Tempat Seni,Galeri seni
LOC-079,Situ Cileunca Pangalengan Bandung,,,5000,5000,,Wisata Alam,Daya tarik alam
LOC-080,Situ Cisanti,,,10000,20000,,Wisata Alam,Daya tarik alam
LOC-081,Situ Ciseupan Cibeber,,,5000,5000,,Wisata Alam,Daya tarik alam
LOC-082,Situ Patenggang Ciwidey Bandung,,,25000,25000,,Wisata Alam,Daya tarik alam
LOC-083,Stone Garden Citatah,,,15000,20000,,Wisata Alam,Taman batu
LOC-084,Sunrise Point Cukul,,,10000,10000,,Wisata Alam,Titik panorama
LOC-085,Tahura Gunung Kunci,,,10000,10000,,Wisata Alam,Hutan raya
LOC-086,Taman Alun-Alun Kota Cimahi,,,0,0,,Taman Kota,Ruang publik kota
LOC-087,Taman Ecowisata Cimenteng,,,0,0,,Wisata Alam,Ekowisata
LOC-088,Taman Endog,,,0,0,,Taman Kota,Ruang publik kota
LOC-089,Taman Film,,,0,0,,Taman Kota,Ruang publik kota
LOC-090,Taman Foto Bandung,,,0,0,,Taman Kota,Ruang publik kota
LOC-091,Taman Hutan Raya Ir. H. Djuanda,,,17000,17000,,Taman Kota,Ruang publik kota
LOC-092,Taman Jomblo,,,5000,10000,,Taman Kota,Ruang publik kota
LOC-093,Taman Kartini,,,0,0,,Taman Kota,Ruang publik kota
LOC-094,Taman Lalu Lintas Ade Irma Suryani Nasution,,,10000,15000,,Tempat Belajar,Edukasi lalu lintas
LOC-095,Taman Langit Pangalengan (Sunrise Point & Camping Ground),,,5000,15000,,Tempat Camping,Camping ground
LOC-096,Taman Lansia,,,0,0,,Taman Kota,Ruang publik kota
LOC-097,Taman Lembah Dewata,,,20000,25000,,Rekreasi Keluarga,Taman rekreasi alam
LOC-098,Taman Musik,,,0,0,,Taman Kota,Ruang publik kota
LOC-099,Taman Superhero,,,0,0,,Taman Kota,Ruang publik kota
LOC-100,Tebing Karaton,,,17000,17000,,Wisata Alam,Tebing panorama
LOC-101,Teras Cikapundung Bbws,,,0,0,,Taman Kota,Ruang publik sungai
LOC-102,Terminal Wisata Grafika Cikole,,,20000,20000,,Rekreasi Keluarga,Kawasan rekreasi keluarga
LOC-103,The Great Asia Africa,,,50000,65000,,Tempat Budaya,Taman budaya tematik
LOC-104,The Kings Shopping Centre,,,0,0,,Tempat Belanja,Pusat belanja
LOC-105,The Lodge Maribaya,,,50000,65000,,Rekreasi Keluarga,Kawasan rekreasi alam
LOC-106,The Nice Park Bandung,,,30000,60000,,Rekreasi Keluarga,Taman rekreasi keluarga
LOC-107,Toga Hill,,,10000,10000,,Wisata Alam,Bukit panorama
LOC-108,Trans Studio Bandung,,,100000,100000,,Rekreasi Keluarga,Taman hiburan indoor
LOC-109,Trans Studio Mall Bandung,,,0,0,,Tempat Belanja,Pusat belanja
LOC-110,Upside Down World Bandung,,,80000,100000,,Rekreasi Keluarga,Wahana foto interaktif
LOC-111,Venus Cimahi,,,15000,25000,,Rekreasi Keluarga,Tempat hiburan
LOC-112,Vihara Satya Budhi,,,0,0,,Tempat Ibadah,Vihara
LOC-113,Wayang Windu Panenjoan,,,20000,20000,,Wisata Alam,Titik panorama
LOC-114,Wisata Air Gajah Depa,,,30000,35000,,Wahana Air,Wahana air buatan
LOC-115,Wisata Hutan Pinus Pal 16 Cikole Lembang,,,10000,10000,,Wisata Alam,Daya tarik alam
LOC-116,Wisata Kampoeng Ciherang,,,20000,20000,,Rekreasi Keluarga,Kawasan rekreasi keluarga
LOC-117,Kiara Artha Park,,,10000,10000,,Rekreasi Keluarga,Taman rekreasi
LOC-118,Forest Walk Babakan Siliwangi,,,0,0,,Wisata Alam,Hutan kota
LOC-119,Taman Dewi Sartika,,,0,0,,Taman Kota,Ruang publik kota
LOC-120,Rumah Guguk,,,70000,90000,,Wisata Satwa,Wisata hewan peliharaan
LOC-121,NuArt Sculpture Park,,,50000,50000,,Tempat Seni,Taman patung
LOC-122,Peta Park,,,10000,15000,,Rekreasi Keluarga,Taman rekreasi
LOC-123,Museum Pendidikan Nasional UPI,,,5000,15000,,Tempat Belajar,Tempat edukasi
LOC-124,Museum Barli,,,25000,25000,,Tempat Belajar,Tempat edukasi
LOC-125,Wot Batu,,,50000,50000,,Tempat Seni,Instalasi seni
LOC-126,Lawangwangi Creative Space,,,25000,200000,,Tempat Seni,Ruang kreatif
LOC-127,Sarae Hills,,,35000,35000,,Rekreasi Keluarga,Taman rekreasi tematik
LOC-128,Observatorium Bosscha,,,50000,50000,,Tempat Belajar,Observatorium
LOC-129,Curug Dago,,,15000,15000,,Wisata Alam,Daya tarik alam
LOC-130,Fairy Garden by The Lodge,,,25000,25000,,Rekreasi Keluarga,Taman rekreasi tematik
LOC-131,Cikole Jayagiri Resort,,,15000,25000,,Penginapan Wisata,Resort wisata
LOC-132,Bird & Bromelia Pavilion,,,35000,50000,,Wisata Satwa,Taman burung
LOC-133,Punclut Bandung (Puncak Ciumbuleuit),,,0,0,,Wisata Alam,Kawasan panorama
LOC-134,Bukit Bintang Bandung (Patahan Lembang),,,15000,25000,,Wisata Alam,Daya tarik alam
LOC-135,Taman Main Mili-Mili & Hutan Mycelia,,,50000,50000,,Rekreasi Keluarga,Taman rekreasi tematik
LOC-136,Tepi Danau,,,20000,30000,,Wisata Alam,Tepi danau
LOC-137,Rumah Belanda,,,25000,50000,,Tempat Budaya,Rumah tematik budaya
LOC-138,Kebun Teh Sukawana,,,10000,10000,,Wisata Alam,Daya tarik alam
LOC-139,Kawah Rengganis Ciwidey,,,15000,100000,,Wisata Alam,Daya tarik alam
LOC-140,Rengganis Suspension Bridge,,,70000,100000,,Wisata Petualangan,Jembatan gantung
LOC-141,Taman Wisata Bougenville,,,35000,35000,,Rekreasi Keluarga,Taman rekreasi alam
LOC-142,Hejo Forest Ciwidey,,,15000,250000,,Wisata Alam,Hutan wisata
LOC-143,Driam Riverside,,,15000,310000,,Penginapan Wisata,Resort wisata
LOC-144,Barusen Hills Ciwidey,,,25000,35000,,Rekreasi Keluarga,Taman rekreasi keluarga
LOC-145,Palalangon Park,,,15000,30000,,Rekreasi Keluarga,Taman rekreasi
LOC-146,Taman Love Soreang,,,25000,30000,,Rekreasi Keluarga,Taman rekreasi keluarga
LOC-147,Victory Waterpark Soreang,,,40000,60000,,Wahana Air,Wahana air buatan
LOC-148,Pesona Nirwana Waterpark,,,40000,50000,,Wahana Air,Wahana air buatan
LOC-149,Taman Wisata Alam Cimanggu,,,15000,15000,,Wisata Alam,Taman wisata alam
LOC-150,Southland Camp Ciwidey,,,26000,26000,,Tempat Camping,Camping ground
LOC-151,Ecopark Curug Tilu Ciwidey,,,25000,40000,,Wisata Alam,Daya tarik alam
LOC-152,Kebun Teh Rancabali,,,0,0,,Wisata Alam,Daya tarik alam
LOC-153,Perkebunan Teh Malabar,,,5000,15000,,Wisata Alam,Daya tarik alam
LOC-154,Kampung Singkur,,,10000,10000,,Wisata Petualangan,Wisata sungai
LOC-155,Curug Panganten,,,5000,5000,,Wisata Alam,Daya tarik alam
LOC-156,Gunung Artapela,,,15000,15000,,Wisata Alam,Daya tarik alam
LOC-157,Hutan Pinus Rahong,,,5000,5000,,Wisata Alam,Daya tarik alam
LOC-158,Situ Ninah (Situ Datar),,,25000,25000,,Wisata Alam,Daya tarik alam
LOC-159,Penangkaran Rusa Kertamanah,,,5000,10000,,Wisata Satwa,Penangkaran rusa
LOC-160,Kawah Wayang,,,15000,15000,,Wisata Alam,Daya tarik alam
LOC-161,Pemandian Air Panas Cibolang,,,25000,40000,,Wisata Alam,Daya tarik alam
LOC-162,Rumah Putih Cukul,,,10000,10000,,Rekreasi Keluarga,Wahana foto panorama
LOC-163,Kampung Adat Cikondang,,,25000,50000,,Desa Wisata,Kampung adat
LOC-164,Java Preanger Gunung Tilu,,,25000,50000,,Wisata Alam,Daya tarik alam
LOC-165,Malabar Mountain Coffee Shop & Eatery,,,25000,100000,,Tempat Kuliner,Coffee shop
LOC-166,Muara Rahong Hills,,,0,0,,Wisata Alam,Perbukitan
LOC-167,Cicalengka Dreamland,,,0,0,,Rekreasi Keluarga,Taman rekreasi tematik
LOC-168,Curug Cinulang,,,10000,15000,,Wisata Alam,Daya tarik alam
LOC-169,Dago Bakery Punclut,,,20000,25000,,Tempat Kuliner,Bakery wisata
LOC-170,Tafso Barn,,,19000,50000,,Tempat Kuliner,Restoran wisata
LOC-171,D'Dieuland,,,10000,20000,,Rekreasi Keluarga,Kawasan rekreasi
LOC-172,Sudut Pandang Bandung,,,75000,85000,,Tempat Kuliner,Restoran wisata
LOC-173,Cakrawala Nature Sparkling Restaurant,,,50000,50000,,Tempat Kuliner,Restoran wisata
LOC-174,Lereng Anteng Panoramic Coffee,,,22000,22000,,Tempat Kuliner,Coffee shop
LOC-175,Taman Kupu-Kupu Cihanjuang,,,20000,20000,,Wisata Satwa,Wisata satwa
LOC-176,Padepokan Dayang Sumbi,,,85000,85000,,Tempat Belajar,Edukasi budaya dan alam
LOC-177,Wahoo Waterworld,,,92000,130000,,Wahana Air,Waterworld
LOC-178,De'Ranch Lembang,,,26000,26000,,Wisata Satwa,Wisata satwa
LOC-179,Mini Mania Lembang,,,35000,35000,,Rekreasi Keluarga,Taman miniatur
LOC-180,Cimory Dairyland Lembang,,,15000,45000,,Wisata Satwa,Wisata farm
LOC-181,Noah's Park Lembang,,,20000,250000,,Rekreasi Keluarga,Taman rekreasi
LOC-182,Pine Forest Camp Lembang,,,25000,25000,,Tempat Camping,Camping ground
LOC-183,Imah Seniman Lembang,,,0,0,,Penginapan Wisata,Resort wisata
LOC-184,Gunung Batu Lembang,,,15000,20000,,Wisata Alam,Daya tarik alam
LOC-185,Ciwangun Indah Camp,,,15000,45000,,Tempat Camping,Camping ground
LOC-186,Indiana Camp Lembang,,,10000,10000,,Tempat Camping,Camping ground
LOC-187,Curug Layung,,,5000,20000,,Wisata Alam,Daya tarik alam
LOC-188,Curug Bugbrug,,,10000,10000,,Wisata Alam,Daya tarik alam
LOC-189,Curug Aseupan,,,10000,15000,,Wisata Alam,Daya tarik alam
LOC-190,Curug Anom,,,30000,35000,,Wisata Alam,Daya tarik alam
LOC-191,Curug Panyandaan,,,10000,15000,,Wisata Alam,Daya tarik alam
LOC-192,Curug Ngebul Gununghalu,,,10000,10000,,Wisata Alam,Daya tarik alam
LOC-193,Sanghyang Poek,,,25000,25000,,Wisata Alam,Gua dan sungai
LOC-194,Sanghyang Tikoro,,,5000,20000,,Wisata Alam,Gua dan sungai
LOC-195,Sungai Cikahuripan Green Canyon Saguling,,,10000,10000,,Wisata Alam,Sungai dan tebing
LOC-196,Curug Walanda Citatah,,,8000,8000,,Wisata Alam,Daya tarik alam
LOC-197,Curug Nyalangkadar,,,22000,450000,,Wisata Alam,Daya tarik alam
LOC-198,Tebing Gunung Hawu,,,10000,15000,,Wisata Alam,Daya tarik alam
LOC-199,Taman Buru Gunung Masigit Kareumbi,,,5000,7000,,Taman Kota,Ruang publik kota
LOC-200,Wisata Batu Kuda,,,10000,15000,,Wisata Alam,Hutan pinus
LOC-201,Curug Batu Templek,,,5000,30000,,Wisata Alam,Daya tarik alam
LOC-202,Curug Cilengkrang,,,10000,10000,,Wisata Alam,Daya tarik alam
LOC-203,Masjid Raya Al-Jabbar,,,0,0,,Tempat Ibadah,Tempat ibadah
LOC-204,Teras Sunda Cibiru,,,0,0,,Tempat Budaya,Pusat budaya Sunda
LOC-205,Lapangan Gasibu,,,0,0,,Taman Kota,Ruang publik
LOC-206,Monumen Perjuangan Rakyat Jawa Barat,,,2000,3000,,Tempat Sejarah,Situs sejarah
LOC-207,Monumen Bandung Lautan Api,,,0,0,,Tempat Sejarah,Situs sejarah
LOC-208,Museum Kota Bandung,,,0,0,,Tempat Belajar,Tempat edukasi
LOC-209,Museum Mandala Wangsit Siliwangi,,,0,0,,Tempat Belajar,Tempat edukasi
LOC-210,Taman Sejarah Bandung,,,30000,30000,,Tempat Sejarah,Taman sejarah
LOC-211,Taman Vanda,,,0,0,,Taman Kota,Ruang publik kota
LOC-212,Taman Maluku,,,0,0,,Taman Kota,Ruang publik kota
LOC-213,Taman Cibeunying,,,0,0,,Taman Kota,Ruang publik kota
LOC-214,Taman Panatayuda,,,10000,10000,,Taman Kota,Ruang publik kota
LOC-215,Taman Pramuka Bandung,,,0,0,,Taman Kota,Ruang publik kota
LOC-216,Panama Park 825,,,80000,100000,,Rekreasi Keluarga,Taman rekreasi indoor
LOC-217,Karang Setra Waterland,,,45000,50000,,Wahana Air,Waterland
LOC-218,Gedung Indonesia Menggugat,,,0,0,,Tempat Sejarah,Gedung bersejarah
LOC-219,Museum Inggit Garnasih,,,0,0,,Tempat Belajar,Tempat edukasi
LOC-220,Nimo Jungle Hot Spring,,,40000,50000,,Wisata Alam,Air panas alami
LOC-221,Glamping Legok Kondang,,,0,0,,Tempat Camping,Camping ground
LOC-222,Nuansa Riung Gunung,,,10000,15000,,Wisata Alam,Panorama pegunungan
LOC-223,Kebun Strawberry Emte Highland Resort,,,20000,20000,,Wisata Alam,Agrowisata stroberi
LOC-224,Sungai Palayangan Rafting,,,150000,250000,,Wisata Petualangan,Rafting
LOC-225,Curug Ceret Pangalengan,,,0,0,,Wisata Alam,Daya tarik alam
LOC-226,Gunung Nini Pangalengan,,,0,0,,Wisata Alam,Daya tarik alam
LOC-227,Puncak Mega Gunung Puntang,,,25000,35000,,Wisata Alam,Daya tarik alam
LOC-228,Tanjung Duriat,,,20000,25000,,Wisata Alam,Titik panorama
LOC-229,Puncak Damar Jatigede,,,4000,4000,,Wisata Alam,Daya tarik alam
LOC-230,Desa Wisata Buricak Burinong,,,20000,20000,,Desa Wisata,Desa wisata
LOC-231,Panenjoan Jatigede,,,10000,10000,,Wisata Alam,Titik panorama
LOC-232,Pangjugjugan Sumedang,,,20000,20000,,Rekreasi Keluarga,Kawasan rekreasi keluarga
